"candidate_rank","gene","sender_evidence_level","candidate_label","ligand_annotation_source","database_version","mapping_status","nichenet_lr_edge_n","omnipath_row_n","omnipath_ligand_annotation","omnipath_transmitter_annotation","omnipath_secreted_annotation","omnipath_extracellular_annotation","protein_secretome_annotation","omnipath_databases","nichenet_resource_sha256","omnipath_snapshot_sha256","freeze_status","source_url.x","gse182_supported_donor_n","gse199_supported_donor_n","total_supported_donor_n","gse182_low_detected_donor_n","gse199_low_detected_donor_n","gse182_median_CPM","gse199_median_CPM","gse182_median_fraction","gse199_median_fraction","gse182_median_rank","gse199_median_rank","between_donor_log2cpm_sd","donor_variable_flag","baseline_classification","uc_median_rank","non_uc_median_rank","uc_minus_non_uc_rank","source_context_flag","robustness_rule","source_context_interpretation","source_url.y","gene_measured","donor1_effect","donor2_effect","donor2_p2_effect","donor2_p5_effect","median_donor_effect","absolute_median_donor_effect","retained_after_stimulation_all_strata","licensing_classification","classification_rule","source_url","transcriptomic_sender_evidence","ligand_claim","sender_competence","licensing_responsive_ligand","protein_evidence_interpretation","phase4_eligible","source_url_phase3","min_dataset_median_rank"
71,"MIF","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",6,28,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","CellChatDB;Cellinker;CellTalkDB;ComPPI;connectomeDB2020;ConnectomeDB2025;GO_Intercell;HPA_secretome;ICELLNET;Kirouac2010;LOCATE;OmniPath;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,165.178835667365,2041.10149120557,0.944309942740992,0.969752991156971,0.946548821548822,0.995877988458368,1.90679456499416,"NO","ROBUST_BASELINE_SENDER",0.946548821548822,0.948232323232323,-0.00168350168350162,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.946548821548822
72,"IGFBP4","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",2,20,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellChatDB;Cellinker;connectomeDB2020;ConnectomeDB2025;GO_Intercell;HGNC;HPA_secretome;LOCATE;Matrisome;OmniPath;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,195.648777883468,252.262473484423,0.866849084535642,0.89765118411949,0.946127946127946,0.965787304204452,0.828313211507747,"YES","ROBUST_BASELINE_SENDER",0.946127946127946,0.967592592592593,-0.0214646464646464,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-0.624847043210709,0.694923518563335,0.147484862225488,1.24236217490118,0.0350382376763132,0.659885280887022,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.946127946127946
73,"GNAS","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",18,88,"NO","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;Cellinker;ComPPI;connectomeDB2020;DGIdb;GO_Intercell;LOCATE;MatrixDB;OmniPath;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,148.24898295182,277.393904020534,0.95239732597071,0.91903518697235,0.94486531986532,0.967848309975268,0.466572371722543,"NO","ROBUST_BASELINE_SENDER",0.94486531986532,0.94486531986532,0,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-0.356512358257797,-0.279251464519894,-0.239932952226119,-0.318569976813669,-0.317881911388846,0.317881911388846,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.94486531986532
74,"CLEC11A","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",4,24,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","ComPPI;connectomeDB2020;ConnectomeDB2025;DGIdb;EMBRACE;GO_Intercell;HPA_secretome;iTALK;LOCATE;MatrixDB;OmniPath;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,205.356614889351,132.642866803873,0.972784220285198,0.807337630273062,0.957912457912458,0.944765045342127,0.357065599109608,"NO","ROBUST_BASELINE_SENDER",0.957912457912458,0.935606060606061,0.0223063973063973,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-1.18285855047956,-0.429884235042671,-0.126348500744707,-0.733419969340635,-0.806371392761116,0.806371392761116,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.944765045342127
75,"CALM3","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",7,10,"NO","YES","NO","NO","NO_OMNIPATH_SECRETED_ANNOTATION","Cellinker;ComPPI;GO_Intercell;LOCATE;OmniPath;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,169.565818369747,192.423362326175,0.916707389702739,0.886016105456869,0.941919191919192,0.957543281121187,0.520280213875377,"NO","ROBUST_BASELINE_SENDER",0.941919191919192,0.959175084175084,-0.0172558922558922,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",0.880751813976548,0.174268819940613,0.0062548934373174,0.342282746443909,0.527510316958581,0.527510316958581,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.941919191919192
76,"CIB1","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",2,11,"NO","YES","NO","NO","NO_OMNIPATH_SECRETED_ANNOTATION","Adhesome;ComPPI;GO_Intercell;OmniPath;Ramilowski_location;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,138.045891107592,239.739369068369,0.914467117262762,0.912047672135993,0.939814814814815,0.963314097279472,0.566701818427025,"NO","ROBUST_BASELINE_SENDER",0.939814814814815,0.943181818181818,-0.00336700336700335,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",0.284453437557186,0.351251904778418,-0.0364124929227765,0.738916302479613,0.317852671167802,0.317852671167802,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.939814814814815
77,"FBN1","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",5,18,"NO","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;Cellinker;ComPPI;connectomeDB2020;ConnectomeDB2025;GO_Intercell;HGNC;HPA_secretome;LOCATE;Matrisome;OmniPath;Ramilowski_location;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,143.85595029005,120.158339644784,0.928645937558754,0.739341399706346,0.943602693602694,0.936933223413025,0.156899822237933,"NO","ROBUST_BASELINE_SENDER",0.943602693602694,0.930555555555556,0.013047138047138,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-0.932528984922923,0.109801762652996,-0.200786247363412,0.420389772669404,-0.411363611134963,0.521165373787959,"YES","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.936933223413025
78,"LRPAP1","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",3,16,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Cellinker;ComPPI;connectomeDB2020;ConnectomeDB2025;GO_Intercell;OmniPath;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,124.91840863064,111.493494508712,0.92707758725404,0.768947680037118,0.938131313131313,0.934460016488046,0.143845971484105,"NO","ROBUST_BASELINE_SENDER",0.938131313131313,0.933080808080808,0.00505050505050508,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-0.364801246510237,0.552751557160553,0.0916908628972714,1.01381225142383,0.0939751553251578,0.458776401835395,"YES","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.934460016488046
79,"EFEMP2","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",4,24,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCellInteractions;Cellinker;CellTalkDB;EMBRACE;GO_Intercell;HGNC;HPA_secretome;iTALK;LOCATE;LRdb;Matrisome;MatrixDB;OmniPath;Ramilowski2015;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,160.29045433946,112.110761603147,0.949525404695121,0.744351287979592,0.946127946127946,0.932811211871393,0.399917561207883,"NO","ROBUST_BASELINE_SENDER",0.946127946127946,0.949915824915825,-0.00378787878787878,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-0.139249214493296,0.770336098575154,0.533388331604726,1.00728386554558,0.315543442040929,0.454792656534225,"YES","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.932811211871393
80,"CLMP","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",1,32,"NO","YES","NO","NO","NO_OMNIPATH_SECRETED_ANNOTATION","Almen2009;Cellinker;ComPPI;CSPA;GO_Intercell;HGNC;LOCATE;Membranome;OmniPath;Phobius;Ramilowski_location;Surfaceome;UniProt_keyword;UniProt_location;UniProt_topology","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,105.021951440773,110.356396570066,0.86378991370951,0.728950896574103,0.93013468013468,0.934047815333883,0.295692682483063,"NO","ROBUST_BASELINE_SENDER",0.93013468013468,0.919612794612795,0.0105218855218855,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",0.351802775954725,-0.143254788477962,0.000475340600485291,-0.286984917556409,0.104273993738381,0.247528782216343,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.93013468013468
81,"COL12A1","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",5,19,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","CellPhoneDB;ComPPI;GO_Intercell;HGNC;HPA_secretome;ICELLNET;Matrisome;OmniPath;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,112.976794547852,102.331838326898,0.835869062703128,0.657324443248682,0.933080808080808,0.929925803792251,0.545729793287498,"YES","ROBUST_BASELINE_SENDER",0.933080808080808,0.920454545454545,0.0126262626262627,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",-1.6891591109272,-0.378929568530251,-0.964323097781074,0.206463960720573,-1.03404433972873,1.03404433972873,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.929925803792251
82,"CXCL1","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",3,44,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","Baccin2019;CellCall;CellChatDB;Cellinker;CellPhoneDB;CellTalkDB;connectomeDB2020;ConnectomeDB2025;DGIdb;GO_Intercell;Guide2Pharma;HGNC;HPA_secretome;HPMR;ICELLNET;iTALK;Kirouac2010;LOCATE;LRdb;Matrisome;OmniPath;Ramilowski2015;scConnect;talklr;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,132.34822518248,105.050145891896,0.482587359907104,0.315330589666687,0.939814814814815,0.928276999175598,0.735333744116533,"NO","ROBUST_BASELINE_SENDER",0.939814814814815,0.918771043771044,0.0210437710437711,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",4.50591251259377,2.7445126946968,0.889481750271186,4.59954363912242,3.62521260364529,3.62521260364529,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.928276999175598
83,"AIMP1","S2","HIGH_CONFIDENCE_SENDER_CANDIDATE_NOT_THERAPEUTIC","NicheNet lr_network_human_21122021.rds unique from","NicheNet human LR network 2021-12-21; Zenodo 7074291","NICHENET_AND_OMNIPATH_MAPPED",1,17,"YES","YES","YES","YES","OMNIPATH_SECRETED_ANNOTATION","ComPPI;GO_Intercell;HPA_secretome;LOCATE;MatrixDB;OmniPath;UniProt_keyword;UniProt_location","47c971d2fbba4ecd0ba7485d1846a74054432a0d1a97ea3e6a79ae27d0da8094","5e4142df024fd4d5d64cc667299364982a51176076ae6a69e1069425530afafa","FROZEN_BEFORE_EXPRESSION_OUTCOMES","https://zenodo.org/records/7074291|https://omnipathdb.org/intercell",2,4,6,2,4,92.2920438500269,113.9698738183,0.858654524738449,0.790355158162812,0.926346801346801,0.935696619950536,0.205811953507677,"NO","ROBUST_BASELINE_SENDER",0.926346801346801,0.917087542087542,0.0092592592592593,"NO_LARGE_CONTEXT_SHIFT","GSE182158 2/2 plus GSE199071 >=3/4 donor support; CPM>=1 and expressing fraction>=0.10","DESCRIPTIVE_ONLY_NOT_CAUSAL_NOT_REQUIRED_FOR_ROBUSTNESS","results/03_phase3/baseline/baseline_ligand_expression_by_donor.csv|config/phase3_analysis.json","YES",0.179449301136868,0.137061220587155,0.196366515884612,0.077755925289698,0.158255260862012,0.158255260862012,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json","ROBUST_BASELINE_NO_CONSISTENT_LICENSING","PUTATIVE_TRANSCRIPTOMIC_LIGAND","HIGH_CONFIDENCE_SENDER_CANDIDATE","NO","ANNOTATION_ONLY_TRANSCRIPT_DOES_NOT_PROVE_SECRETION","YES","results/03_phase3/baseline/baseline_sender_robustness.csv|results/03_phase3/licensing/licensing_ligand_classification.csv|config/phase3_analysis.json",0.926346801346801
